assunto;relato
Tráfico de drogas/Armas;BANDIDOS ARMADOS ATERRORIZANDO TODA A VIZINHANÇA NOITE E DIA E VENDENDO DROGAS E ATERRORIZANDO TODA A VIZINHANÇA PELO AMOR DE DEUS MANDEM A FORÇA NACIONAL O BOPE ALGUEM COM CORAGEM O SUFICIENTE PRA ACABAR COM ESSES DEMONIOS FILHOS DAS TREVAS EM FORMA HUMANA...E ATENÇAO ESSA DENUNCIA  TEM CARATER EXTREMAMENTE EMERGENCIAL DE TAMANHA URGENCIA POIS ISSO JA ESTA DEMAIS A SITUAÇAO ESTA INSUPORTAVEL NA FAVELINHA DE LAGES(COMUNIDADE VILA SAO JOSE)ELES ATERRORIZAM A VIZINHANÇA EXPONDO ARMAS BERRANDO NA RUA NOITE E DIA NAO RESPEITA AS CRIANÇAS NEM AS MULHERES NEM OS IDOSOS BARBARIZAM COMO SE ESTIVESSEM  NO VELHI OESTE E ELES FOSSEM OS XERIFES DAS REDONDEZAS...MANDEM PRA CA A POLICIA FEDERAL O BOPE A FORÇA NACIONAL POLICIAIS PREPARADOS PRA LIDAR COM SERES DEMONIACOS SEM ALMA HUMANA E SEM ALMA QUE NAO SE IMPORTAM NEM COM SUAS VIDAS... VNHAM COM TUDO E VENHAM SORRATEIRAMENTE DE SURPRESA A NOITE POR QUE QUANDO A POLICIA CHEGA E SAI ELES DESPARECEM COMO FUMAÇA MAS OS POLICIAIS VIRAM SA COSTAS ELES.SE AJUNTAM DE NOVO E COMEÇA TUDO DE NOVO DANDO GARGALHADAS COMEMORANDO O SUCESSO DE TEREM MAIS UMA VEZ DADO UM ENORME OLE NA POLICIA DA COMEMORAM O SUCESSO...ATE QUANDO ESSES DEMONIOS VAO SE VANGLORIAR E TER SUCESSO CONTRA A POLICIA ELES SAO SO UNS VINTE OU MENIS OU MAIS MANDEM UNS CEM PRA ENCURRALAR ESSES DESGRAÇADOS E ACABAR COM ESSES PORQUE NA TERRA TEM MUITAS VAGAS PRA ESSES DESGRAÇADOS OCUPAREM...ESSES DEMONIOS NAO PODEM CONTINUAR TENDO MORAL SOBRE A POLICIA...NAO PODEM CONTINUAR VJVENDO NEM MAIS UMA DIA...SAO UNS DEMONIOS...!!!!
Tráfico de drogas/Armas;BANDIDOS DESGRAÇADOS ATERRORIZANDO E INFERNIZANDO A VIDA DOS MORaDORES DA REGIAO DE LAGES EM PARACAMBI...COMO SE NAO.HOUBESSE LEIS MAIS NESSE ETADO BRASILEIRO OU NESSE PAIS...ELES BRINCAM ATE QUANDO PPR ACASO APARECE POLICIA POR LA LIMPAM A CARA COM A LEI GARGALHANDO E COMEMORANDO QUE A POLICIA FOI E NADA FEZ PARA DETELOS OU IMPEDILOS PEÇO COM EXTREMA E EXYRAORDINARIA URGENCIA QUE ACABEM.COM ESSES DESGRAÇADOS DE UMA.BEZ MOSTREM PRA.ESSES DEMONIOS DOS INFERNOS QUE E QUE MAMDA QUEM E A.LEI...MAS.A.FORÇA POLICIAL TEM.QIE VIR.E ACAMPAR NA REGIAO...FICAR UM MES.PELO.MENOS DADO ATENÇAO E REPREENÇAO PPIS QUANDO POR ACASO APARECE A PPLICIA POR LA E DEPOIS SE VAI TUDO RETORNA.COMO ANTES...ELES SAEM.DOS.QUINTOS DO INFERNOS ONDE SE ESCONDERAM E CONTINUAM COM A MESMA FARRA QUE FAZIAM DANDO GARHALHADAS E TIROS PPR MAIS UMA VEZ TEREM TIDO VITORIA NO TRAFICO CONTRA AS FORÇAS POLICIAIS...E TUDO VOLTA A SER DE NOVO COMOERA ANTES DA KNVESTIDA DA POLOCIA...POR ISSO EU SUGIRO.QUE.O.ATAQUE SEJA MAIS EGETIVO E MAIS MASSIÇO COM MAIS ENERGIA E COM MAIOR DURABILIDADE E EFETIVIDADE...DURANDO ATE UM MES DIRETO...ESSES DESGRAÇADOS TEM MESMO QUE SERREM ASSASSINADOS RECENEREM O QUE ELES DAO TEREM O MESMO TRTAMENTO QUE GOSTAM DE DAR...NO MESMO.NIVEL E COM MUITO MAIS REQUINTE DE VIOLENCIA E CRUELDADE...ELES TEM DE PROVAR DO MESMO BENENO MAIS COM MUITO MAIS MORTALIDADE...PPR QUE ELES.SAO UNS DESGRAÇADOS FILHOS DAS TREBAS...!!!
Tráfico de drogas/Armas;Um grupo de Milicianos na comunidade da Chacrinha na praça seca está cobrando 30,00 de cada morador pela segurança!
Tráfico de drogas/Armas;Na rua Boaçú, em Ricardo de Albuquerque, na casa de número 339, possível guarda de armamentos, por um homem chamado pelo apelido de Drako, seus comparsas chegam por volta das 19:00 e ficam no final da rua Boaçú, no muro que da para o Campo de Instrução do Gericinó, armados, e quando avistam uma viatura, correm para dentro do campo por um buraco que fizeram no muro, ficam até de madrugada.
Tráfico de drogas/Armas;Traficantes circulam pelas ruas  do bairro em carros roubados e portando armas de grosso calibre. Vigias com radios comunicadores ficam postados em todas as ruas de acesso.
Tráfico de drogas/Armas;Tráfico de drogas na entrada do condomínio minha casa minha vida, em senador camará, nos Trailer , pela entrada da Rua Albino Paiva 401, Senador Camará.
Tráfico de drogas/Armas;Alertar os policiais do 7º BPM que em todas as incursÃµes que fazem na favelinha no vila 3, rua aldrovando pena, Nonato Farias, os traficantes descem ara a praça vila 3, praça do fumacê sempre de acordo com a direção de onde eles vem e descem tranquilos falando no rádio comunicador alertando os remanescentes se vier um equipe de varredura vai fazer a limpa eles ficam bem a vontade, os traficantes daqui tem roubado veículos nos arredores e estão tentando firmar um racha no final da rua do valão para incrementar a venda de drogas, são em sua maioria moradores de outros bairros e não conhecem bem o lugar
Tráfico de drogas/Armas;Traficantes do morro da Caixa d'água no vila 3 voltam a colocar estica na aldrovando pena com Nonato Farias no beco de cima, com um atividade que fica na outra extremidade do beco no acesso pela girão Barroso, normalmente esse atividade aparece na parte da tarde a partir das 14 HS as vezes mais tarde
Tráfico de drogas/Armas;Um grupo de jovens está tentando montar uma boca de fumo no final da rua Carlos Alberto Monteiro (conhecida como rua do pica pau). Eles possuem armas pequenas tipo pistolas e 38. Eles montaram uma barricada com areia e pedaços de madeira no outro lado da rua. Pedimos que a polícia apareça e traga uma retroescavadeira ou qualquer outra coisa para desobstruir a rua.
Tráfico de drogas/Armas;Hoje de manhã ao passar pelo conjunto minha casa minha vida, conhecido como bairro carioca, em triagem, me deparei com traficantes armados vendendo drogas livremente e com armas em punho de forma normal. O aumento de roubo de cargas na área ao redor é absurdo, visto que o local tem sido usado pelos bandidos para isso. A quantidade de carros roubados pelo local aumentou muito. Por favor, nos ajude. Nossa área está precária de policiamento.
Tráfico de drogas/Armas;Muito bandidos armados no campo do abóbora armamento presados.
Tráfico de drogas/Armas;Fazem tráfico na cara de todos buscao em caxiad e revende em itacuruca
Tráfico de drogas/Armas;Sobre falsificação e venda de bebidas neste local. Existe entra e sai de garrafas vazias e cheias todos os dias. Inclusive neste momento esta acontecendo a entrega de bebidas.
Tráfico de drogas/Armas;Boca de fumo ao ar livre no Morro da Conceição na Rua Mato Grosso, 2 traficantes vendendo drogas em frente a casa dos moradores e ao lado de um colégio, estão na Rua Mato Grosso, entre os números 15 e 33. Os 2 estão de roupas pretas e 1 deles com capa de chuva, este tem cabelos encaracolados e usa óculos.
Tráfico de drogas/Armas;Bandidos da favela do muquiço vão colocar uma boca de fumo na reta de Deodoro em marechal Hermes, no dia 12/05/17 e já tem até horário vai abrir 12h. A princípio os bandidos dizeram que já falaram com um policial de nome Cb Meireles que tinha autorizado que a boca seja instalada nesse local. E agora como os moradores vão ficar, por favor comandante do 9 batalhão nos ajude a acabar com essa boca de fumo. Mais não adianta vir com viatura normal porque vai ficar um moleque de radinho na rua jabiri e outro na travessa Santo António. Tem que ser viatura de carro normal. Pelo amor de Jesus nos salve comandante do 9 batalhão.
Tráfico de drogas/Armas;Traficante colocaram barricada no meio da rua  professor antonio martins a principal do castelar.impedindo a passagem de moradores.juntamente a mando do dg Douglas da barraca q tem a barraca como disfarce  pois é traficante a noite e durante o dia fica na barraca na entrada da favela de frente ao beco do Nelson. Toda sexta tem pagode dos bandidos  na barraca dele ele fica de frente.traficantes juntamente com ele ficam durante a noite tudo na barraca dele
Tráfico de drogas/Armas;Nao há possibilidades de se ter um comércio em Angra dos reis quando se tem esse bandido por nome de Teko Oliveira atuando nas proximidades da rua nova Angra no Nelsinho, japorangra tão pouco no posto GNV da Japuíba, o único que existe , gostaria que como citei em informações anteriores não fosse investigado pelos PMs do 33BPM pois todos sem restriçÃµes estão de acordo e sabem que ele cobra valores absurdo para comerciantes e moradores da região pela suposta segurança, os agentes do Gap do Ministério público de Angra ( Joelson, Bosi, França e Sandro) sabem da existência desse meliante porém não se pode atuar pois os colegas de farda apoiam e tem até oficial envolvido nome ten Vinícius Braga,gostaria que a corregedoria ou o serviço reservado da P2 do Rio de janeiro tomasse posição, tenho casa de praia e comércio neste local e quando não se paga ele manda assaltar o comércio nos obrigando, ele é alto magro e anda armado 24 hs nunca foi PM ou bombeiro ,Seap, somente como o nome já diz é ex traficante que mata e faz serviços sujos para PMs por troca de proteção.nome dos PMs que o apoiam Ten. Vinícius Braga Sgt Márcio Sgt Macário  Sgt Pires  Cb janailson Rodrigues Sd Aline  P2  Possato Verónica Augusto Átila Ou seja todo o batalhão , gostaria que não fosse investigado pela 166 Dp o mesmo almoça entra armado na delegacia Tem o apoio dos investidores Armando Jacinto Marcos José do setor de investigação Daniel Moreira Do antigo delegado Francisco Benítez Aguardo resposta.
Tráfico de drogas/Armas;No momento diversos bandidos armados na rua emboaba Belford roxo vale do ype
Tráfico de drogas/Armas;Cinco traficantes fica armados todo dia depois das 16h venda de drogas
Tráfico de drogas/Armas;Devido as constantes incursÃµes da polícia,com prisÃµes e apreensão de material entorpecente, os traficantes da favelinha no vila 3 planejam construir uma barricada definitiva na rua aldrovando pena esquina com Manoel Ivo onde já existe uma barricada com destroços, o que iria transtornar a vida dos moradores que possuem carro, pois teriam que obrigatoriamente passar pela boca tanto para sair quanto para voltar para casa pois teriam que passar pela rua nonato Farias, além disso não haveria coleta de lixo, e o principal que garante a constituição seriam impedidos de exercerem o seu direito de ir e vir 
Tráfico de drogas/Armas;No bangu4 nesse sábado vão explodir o muro que da para o lixão depois das visitas já tem muito c4 escondido na cela b2 e b3 e  mais escondido na reciclage que e por lá que entra.quem coloca no muro a bomba e o funcionário da reciclage que recebeu 500mil para fazer e ele pode chegar perto do muro.
Tráfico de drogas/Armas;Traficantes da favela do muquiço invadiram e se instalaram na travessa Santo António em marechal hermes e na reta de Deodoro. São muitos. Ficam da seguinte forma um radinho próximo a padaria  na travessa, outro no final da rua jabiri e a boca de fumo no final da reta de Deodoro mais fica uma contenção armado de pistola. Por favor comandante do 9 batalhão não deixe que nossa rua se transforme em uma extensão da favela do muquiço ou até mesmo uma nova comunidade.
Tráfico de drogas/Armas;Gato Net atuando na Rua Engenho da Rainha 316 em Inhauma,neste momento. Na entrada da Vila.
Tráfico de drogas/Armas;Hj por ser sexta feira começa o inferno na comunidade mata machado por conta dos bandidos ficam vendendo drogas som audio.vario funks proibidos. Enviarei fotos deles.
Tráfico de drogas/Armas;Traficantes da favelinha no vila 3, com a boca funcionando ora em frente ao bar do Ruan na Nonato Farias, ora na rampa no final da rua aldrovando pena, e ora na esquina da Nonato Farias com aldrovando pena no beco de cima estão sufocando os moradores impedindo os de abrir a barricada na esquina da aldrovando pena com Manoel Ivo, fazendo com que os moradores sejam obrigados a subir até a Manoel Ivo onde a boca funciona direcionando os para uma área sujeita a conflito iminente entre facçÃµes rivais e até mesmo com a polícia, os expondo a uma situação de risco iminente e tolhindo os no seu direito de ir e vir, os traficantes estão armados e prontos para confrontarem a polícia, tem sido comum um atividade armado com um 38, e rádio comunicador ficar no final da rua girão Barroso no final do beco de cima, que por vezes se desloca para o beco de baixo e fica a menos de 50 metros da rua Agostinho Félix vieira. Peço por gentileza a colaboração dos Srs policiais que não fiquem falando que estão ali por denuncia pois nem todos os moradores estão do lado da lei ao contrário disso muitos tiram proveito do que essa corja oferece.
